index,class_name,original_comment,preprocessed_comment,categories
1907,Binder.java,"p the other methods of binder such as @link #bindscope , @link #bindinterceptor , @link","p the other methods of binder such as @link #bindscope , @link #bindinterceptor , @link",['usage']
1908,Binder.java,"#install , @link #requeststaticinjection , @link #adderror and @link #currentstage are not","#install , @link #requeststaticinjection , @link #adderror and @link #currentstage are not",['usage']
1909,Binder.java,"part of the binding edsl you can learn how to use these in the usual way, from the method","part of the binding edsl you can learn how to use these in the usual way, from the method",['usage']
1914,DefaultMethodInterceptionTest.java,tests for interception of default methods.,tests for interception of default methods.,['summary']
1918,DefaultMethodInterceptionTest.java,a base class defining a method with the same signature as foo s default method.,a base class defining a method with the same signature as foo s default method.,['usage']
1919,DefaultMethodInterceptionTest.java,foo implementation that should use superclass method rather than default method.,foo implementation that should use superclass method rather than default method.,['usage']
1920,Element.java,an internal binding annotation applied to each element in a multibinding.,an internal binding annotation applied to each element in a multibinding.,['summary']
1922,Element.java,assigned a globally unique id to allow different modules to contribute multibindings,assigned a globally unique id to allow different modules to contribute multibindings,['Expand']
1923,Element.java,independently.,independently.,['Expand']
1926,ImplicitBindingTest.java,"@author crazybob@google^com bob lee an enum cannot be implemented by anything, so it should not be possible to have a successful valid jitable binding","@author crazybob@google.com bob lee an enum cannot be implemented by anything, so it should not be possible to have a successful valid jitable binding","['Ownership', 'rational']"
1928,ManagedFilterPipeline.java,pipeline.,pipeline.,['summary']
1929,ManagedFilterPipeline.java,@author dhanji@gmail^com dhanji r. prasanna,@author dhanji@gmail.com dhanji r. prasanna,['Ownership']
1930,PrivateElementProcessor,handles @code binder^newprivatebinder elements.,handles @code binder.newprivatebinder elements.,['summary']
1933,SpiUtils.java,utilities for testing the multibinder & mapbinder extension spi.,utilities for testing the multibinder & mapbinder extension spi.,['summary']
1940,AbstractMultiSelectState.java,shared state for @code abstractmultiselect .,shared state for @code abstractmultiselect .,"['summary', 'Pointer']"
1942,AbstractMultiSelectState.java,@since 80,@since 80,['deprecation']
1943,AbstractProperty.java,abstract base class for @link property implementations.,abstract base class for @link property implementations.,"['summary', 'Pointer']"
1944,AbstractProperty.java,handles listener management for @link valuechangelistener s and,handles listener management for @link valuechangelistener s and,"['summary', 'Pointer']"
1945,AbstractProperty.java,@link readonlystatuschangelistener s.,@link readonlystatuschangelistener s.,"['summary', 'Pointer']"
1946,AbstractProperty.java,@since 66,@since 66,['deprecation']
1947,AbstractProperty.java,"@deprecated as of 80, replaced by @link valueprovider , @link setter , see","@deprecated as of 80, replaced by @link valueprovider , @link setter , see","['Pointer', 'deprecation']"
1952,AbstractProperty.java,status has been changed.,status has been changed.,['Expand']
1954,AbstractSingleComponentContainerState.java,default shared state implementation for abstractsinglecomponentcontainer.,default shared state implementation for abstractsinglecomponentcontainer.,['summary']
1959,ApplicationConfiguration.java,wraps a native javascript object containing fields for an error message.,wraps a native javascript object containing fields for an error message.,['summary']
1961,BootstrapPageResponse.java,a representation of a bootstrap page being generated.,a representation of a bootstrap page being generated.,['summary']
1962,BootstrapPageResponse.java,the bootstrap page,the bootstrap page,['Expand']
1963,BootstrapPageResponse.java,contains of the full dom of the html document as well as the http headers,contains of the full dom of the html document as well as the http headers,['Expand']
1964,BootstrapPageResponse.java,that will be included in the corresponding http response.,that will be included in the corresponding http response.,['Expand']
1967,ButtonRenderer.java,a renderer that displays a button with a textual caption.,a renderer that displays a button with a textual caption.,['summary']
1969,ButtonRenderer.java,corresponding property is used as the caption.,corresponding property is used as the caption.,['Expand']
1970,ButtonRenderer.java,click listeners can be added,click listeners can be added,['usage']
1974,ClientRpcWriter.java,serializes @link clientrpc client rpc invocations to json.,serializes @link clientrpc client rpc invocations to json.,['summary']
1976,ClientRpcWriter.java,@since 71,@since 71,['deprecation']
1980,ComboBoxState.java,@since 70,@since 70,['deprecation']
1981,DeclarativeValueProvider.java,value provider class for declarative support.,value provider class for declarative support.,['summary']
1985,DoubleRangeValidator.java,validator for validating that a @link double is inside a given range.,validator for validating that a @link double is inside a given range.,['summary']
1987,DoubleRangeValidator.java,@since 80,@since 80,['deprecation']
1993,Grid.java,a grid component for displaying tabular data.,a grid component for displaying tabular data.,['summary']
2002,Grid.java,selection mode representing the built in selection models in grid.,selection mode representing the built in selection models in grid.,['usage']
2003,Grid.java,these enums can be used in @link grid#setselectionmode selectionmode,these enums can be used in @link grid#setselectionmode selectionmode,['Pointer']
2004,Grid.java,@see grid#setselectionmode selectionmode,@see grid#setselectionmode selectionmode,['Pointer']
2014,Grid.java,grid^addcontextclicklistener event &gt notification^show,grid.addcontextclicklistener event &gt notification.show,['usage']
2015,Grid.java,gridcontextclickevent&lt person&gt event ^getitem clicked,gridcontextclickevent&lt person&gt event .getitem clicked,['usage']
2024,Grid.java,a helper base class for creating extensions for the grid component.,a helper base class for creating extensions for the grid component.,['usage']
2027,Grid.java,class for managing visible details rows.,class for managing visible details rows.,['usage']
2033,GridManyColumnsV7.java,test ui for grid initial rendering performance profiling.,test ui for grid initial rendering performance profiling.,['summary']
2034,GridSelectionModel.java,the server side interface that controls grid s selection state.,the server side interface that controls grid s selection state.,['summary']
2039,GridSelectionModel.java,@see abstractselectionmodel,@see abstractselectionmodel,['Pointer']
2040,GridSelectionModel.java,@see singleselectionmodel,@see singleselectionmodel,['Pointer']
2044,HeaderRow.java,@since 80,@since 80,['deprecation']
2045,InternalContainerAnnotationForJS.java,annotation enabling using multiple @link javascript @javascript,annotation enabling using multiple @link javascript @javascript,['summary']
2049,MyPickerConnector.java,mini tutorial code for,mini tutorial code for,"['summary', 'Pointer']"
2050,MyPickerConnector.java,"https vaadin^com wiki wiki main widget%20styling%20using%20only%20css,","https vaadin.com wiki wiki main widget%20styling%20using%20only%20css,",['Pointer']
2051,MyPickerConnector.java,https,https,['Pointer']
2056,PopupView.java,a component for displaying a two different views to data.,a component for displaying a two different views to data.,['summary']
